TICID,Camera,CCD,Tmag,RA,Dec,sector
972497,1,3,11.9,136.2063,-2.0828,61
972914,1,3,11.76,136.223,-0.9352,61
973569,1,3,10.52,136.3008,-0.629,61
1003831,2,3,10.67,130.2951,-16.0364,61
1018843,2,2,8.85,130.9321,-26.9808,61
1039707,1,2,8.01,130.4855,-13.9191,61
1107885,1,2,15.12,130.7002,-13.7872,61
1192946,2,3,7.84,136.0855,-15.9144,61
1539230,1,2,11.25,131.1001,-4.0156,61
1573395,2,3,8.04,132.157,-25.6543,61
1594806,1,2,10.56,131.2164,-5.4025,61
1597620,1,2,11.21,131.2082,-3.6701,61
1598010,1,2,10.44,131.1188,-3.4546,61
1599408,1,2,10.76,131.2203,-2.4714,61
1601975,1,3,8.02,131.3154,-0.2989,61
1605355,1,2,8.15,131.2399,-4.0261,61
1606149,1,2,10.04,131.3321,-4.8135,61
1606178,1,2,11.55,131.2629,-4.8335,61
1607572,1,2,11.71,131.3591,-5.5437,61
1644557,1,2,11.74,131.3547,-2.7859,61
1648702,1,2,11.78,131.4991,-5.2236,61
1649491,1,2,9.25,131.661,-5.1823,61
1649581,1,2,11.51,131.666,-5.0305,61
1679339,1,2,11.46,131.7829,-3.0752,61
2084703,2,2,17.02,133.3561,-29.7222,61
2088340,2,2,8.04,133.5008,-27.7297,61
2092269,2,3,14.26,133.4891,-24.7813,61
2094712,2,3,16.16,133.6277,-25.1473,61
2140147,2,2,16.11,133.8136,-28.9811,61
2220886,2,3,7.8,133.7361,-24.3934,61
2224747,2,3,16.8,133.961,-26.63,61
7026704,2,4,7.88,113.5282,-11.2391,61
7436080,2,4,8.02,114.2779,-10.7806,61
7846909,1,2,11.63,132.8971,-5.3153,61
7848470,1,3,10.5,132.8134,-2.0628,61
7890170,1,3,11.84,132.9838,-0.7708,61
7890751,1,3,10.87,133.0215,-2.1465,61
7892731,1,2,11.76,133.1157,-5.6081,61
7905347,1,2,11.61,133.23,-3.4253,61
7905882,1,2,11.48,133.2649,-4.604,61
7906972,1,2,11.81,133.3794,-5.0442,61
7907401,1,2,8.07,133.3016,-4.158,61
7908944,1,3,11.33,133.3151,-0.8292,61
7975441,1,2,14.38,133.3973,-3.4936,61
7975767,1,2,10.88,133.4492,-4.2147,61
7975929,1,2,11.6,133.4393,-4.61,61
7975930,1,2,11.95,133.4414,-4.6111,61
7976400,1,2,10.02,133.4185,-5.6348,61
11073951,2,4,7.11,122.2618,-20.5003,61
11665403,2,2,7.37,129.0946,-30.0372,61
13390495,1,2,8.01,131.5764,-6.01,61
13391636,1,2,9.64,131.7553,-7.6511,61
13391670,1,2,10.57,131.7765,-7.716,61
13391712,1,2,17.23,131.777,-7.7833,61
13391792,1,2,10.74,131.7033,-7.9591,61
13426907,1,2,9.85,131.8762,-7.1066,61
13442159,1,2,11.28,132.0837,-7.7947,61
13476741,1,2,15.82,132.2462,-8.9141,61
13535686,1,2,11.68,132.5063,-8.1406,61
13560097,1,2,11.2,132.5533,-6.4222,61
13561294,1,2,11.8,132.7014,-7.6679,61
13566624,1,2,16.55,132.8948,-7.4745,61
13623488,1,2,10.85,132.9622,-7.882,61
13628186,1,2,11.24,133.1303,-8.0827,61
13671833,1,2,11.42,133.267,-8.4,61
13713640,1,2,11.84,133.592,-8.0478,61
13714661,1,2,11.11,133.6364,-5.9681,61
13741812,1,2,8.05,133.8106,-7.67,61
13818381,1,2,8.0,134.0196,-11.1538,61
19071234,1,1,11.45,123.2751,-7.9922,61
19122714,1,1,10.81,123.4272,-7.5872,61
19125600,1,1,11.74,123.6369,-7.2781,61
19190790,1,1,10.95,123.7467,-8.0089,61
19193730,1,1,7.59,123.7821,-6.9199,61
19341313,1,1,11.59,124.0824,-7.1154,61
19341385,1,1,8.03,124.0858,-7.1898,61
19341862,1,1,11.85,124.0645,-7.6347,61
19384599,1,1,11.43,124.3876,-7.8331,61
19448348,1,1,11.46,124.464,-7.922,61
19448686,1,1,11.48,124.4782,-7.6027,61
19451711,1,1,7.36,124.6026,-7.5712,61
19451878,1,1,11.22,124.5607,-7.7255,61
19452190,1,1,11.28,124.604,-8.0557,61
19573089,1,1,11.08,124.8969,-7.4233,61
19690565,1,1,15.31,125.3188,-8.4731,61
19765933,1,1,8.08,125.5792,-10.4366,61
19946620,1,1,8.03,126.2105,-6.3295,61
19976192,1,2,12.93,136.6846,-8.8057,61
19976193,1,2,7.83,136.687,-8.8055,61
20066082,1,2,6.58,137.205,-10.7582,61
20066863,1,2,7.47,137.1668,-9.3838,61
20086939,1,2,16.44,137.3957,-9.0563,61
22529346,3,2,10.06,107.6002,-39.0972,61
22595500,3,2,15.8,107.6656,-41.7409,61
22598327,3,2,7.42,108.0621,-38.1747,61
22866080,3,2,16.36,108.9585,-37.1107,61
22868366,3,2,15.75,108.9453,-38.8678,61
23026869,3,2,8.03,109.3754,-38.7094,61
25077838,4,3,11.95,60.4534,-68.3915,61
25078523,4,3,17.63,60.4848,-70.5946,61
25079878,4,3,11.9,60.8801,-68.8969,61
25081729,4,3,11.9,61.2295,-68.5372,61
25153797,4,3,11.96,62.9318,-67.9912,61
25948892,1,1,13.31,119.5314,-4.5348,61
25994436,1,1,7.09,119.4898,-0.8144,61
29778225,4,3,7.99,64.8193,-65.9666,61
29781292,4,3,8.94,65.2384,-68.1027,61
29831118,4,3,8.06,66.4705,-67.5722,61
29832209,4,3,7.26,66.4438,-69.9937,61
29925818,4,3,11.38,72.8304,-70.8152,61
29986479,4,3,8.01,72.8589,-68.4397,61
30034247,4,3,11.47,73.2844,-70.8426,61
30034268,4,3,11.82,73.0014,-70.8534,61
30037565,4,3,9.6,73.5422,-70.379,61
30105662,4,3,11.4,73.4299,-68.8701,61
30264530,4,3,16.47,73.9666,-70.9287,61
30267650,4,3,11.88,74.0371,-69.5398,61
30271757,4,3,11.8,73.992,-68.3342,61
30275178,4,3,11.88,74.1801,-66.7757,61
30321063,4,3,11.88,74.2121,-69.4424,61
30399823,4,3,10.77,74.2105,-70.954,61
30408386,4,3,11.4,74.675,-68.8337,61
30471172,4,3,11.79,75.0247,-66.661,61
30532826,4,3,11.88,74.8051,-70.0163,61
30762052,4,3,8.1,75.8561,-71.4138,61
30853028,4,3,8.11,75.7767,-66.9099,61
30853990,4,3,10.89,75.7943,-66.358,61
31104764,4,3,7.62,76.4957,-68.4164,61
31307810,4,2,11.81,87.9322,-67.3279,61
31311109,4,2,10.49,88.2939,-67.0682,61
31381302,4,4,12.49,88.3605,-71.5613,61
31388279,4,2,10.47,88.7713,-67.3203,61
31409615,4,2,11.47,88.8204,-66.1397,61
31508554,4,4,11.27,89.2756,-70.014,61
31511621,4,2,11.59,89.158,-67.6072,61
31511890,4,2,8.04,89.3424,-67.4283,61
31512254,4,2,10.04,89.253,-67.1069,61
31531129,4,4,10.75,89.672,-69.8146,61
31532625,4,4,11.28,89.6596,-71.1296,61
31533062,4,4,11.24,89.5138,-71.5769,61
31533454,4,4,11.34,89.6995,-71.8607,61
31614395,2,4,7.49,116.0068,-11.3169,61
31798074,4,3,16.15,50.9336,-67.8797,61
31814318,4,3,8.02,51.2206,-68.3343,61
31848001,1,1,8.04,116.491,-9.7679,61
31852980,4,3,9.85,52.5405,-70.3996,61
31941795,1,1,16.68,116.6752,-6.7154,61
31998168,4,3,15.89,55.5943,-67.1594,61
31998581,4,3,16.82,55.8155,-66.0347,61
32001054,4,3,6.86,56.195,-70.0273,61
32001057,4,3,7.03,56.2563,-70.0247,61
32001424,1,1,15.59,116.6234,-6.4173,61
32036692,4,3,8.16,56.7999,-67.3906,61
32068637,4,3,16.7,57.5235,-68.8849,61
32090583,4,3,13.33,58.4228,-68.7382,61
33715209,4,3,16.02,60.8447,-72.3348,61
33717565,4,4,16.51,61.4026,-76.4743,61
33734143,4,4,9.86,61.6715,-76.4052,61
33734517,4,4,8.26,61.7672,-77.5662,61
33834484,4,3,14.11,63.8381,-72.8615,61
33836359,4,4,8.08,64.0614,-75.3439,61
33840009,4,3,15.75,64.9078,-73.0623,61
33910266,4,4,7.72,66.2304,-77.684,61
33910267,4,4,7.54,66.2179,-77.6851,61
36016272,1,1,8.01,117.9528,-7.9268,61
36021583,2,4,7.07,117.9824,-11.0341,61
36337859,1,1,16.95,118.5985,-6.1935,61
36430497,2,4,8.12,118.8333,-11.7737,61
36470588,1,1,7.8,118.9928,-9.7974,61
36635061,1,1,8.12,119.2652,-10.9514,61
37430318,2,3,7.62,134.8255,-24.7294,61
37530621,2,3,8.02,135.067,-25.1669,61
37533318,2,3,7.9,135.3023,-25.5288,61
38469670,4,3,5.78,61.8429,-64.2202,61
38510324,4,3,6.62,62.531,-61.5994,61
38515329,4,3,8.02,62.7588,-62.4473,61
38570985,4,3,9.09,63.1583,-64.2549,61
38633493,4,3,8.03,64.9986,-61.0057,61
38698083,4,3,7.67,66.3649,-65.8129,61
38698692,4,3,7.29,66.2872,-64.078,61
38699083,4,3,12.75,66.2023,-63.0349,61
38699545,4,3,7.72,66.3036,-61.6214,61
38709750,4,3,16.75,66.7523,-64.4285,61
38811498,4,3,8.02,67.3874,-65.3774,61
38813816,4,3,16.24,67.7374,-60.7567,61
38828538,4,3,4.91,68.3898,-62.8238,61
38845357,4,3,16.43,68.9115,-61.0929,61
38846515,4,3,10.32,68.9599,-64.027,61
38939275,4,3,9.48,69.6511,-61.3435,61
38954456,4,3,8.16,70.2612,-60.8458,61
40405143,4,3,7.92,77.3581,-69.7139,61
40601527,4,3,11.25,77.5542,-66.0011,61
41083578,4,2,10.92,90.4376,-66.2981,61
41089555,4,4,10.15,90.8808,-70.2897,61
41113252,4,1,10.43,91.126,-68.1613,61
41173308,4,4,10.88,91.4103,-69.582,61
41173537,4,4,11.55,91.2973,-69.7994,61
41173667,4,4,8.13,91.3987,-69.9151,61
41226621,4,4,11.26,91.7581,-70.5291,61
41229199,4,1,10.84,91.5097,-68.2464,61
41258782,4,4,17.09,91.963,-71.7586,61
41529307,4,1,11.89,93.6703,-68.07,61
41532261,4,4,8.73,93.7112,-70.5988,61
41533357,4,4,6.07,93.7747,-71.7024,61
41590169,4,1,11.57,94.1069,-67.2211,61
41592615,4,1,11.37,94.4501,-67.033,61
47213878,1,2,11.8,134.592,-7.2374,61
47245115,1,2,11.81,134.6826,-6.6331,61
47245444,1,2,9.66,134.7136,-7.3189,61
47245757,1,2,11.64,134.7185,-8.0215,61
47245856,1,2,10.63,134.6458,-8.204,61
47286921,1,2,11.64,134.8869,-6.6011,61
47286922,1,2,11.82,134.9783,-6.6047,61
47291330,1,2,7.28,135.0908,-9.1246,61
47293073,1,2,10.55,135.1308,-6.2569,61
47330872,1,2,14.87,135.1187,-9.1562,61
47331905,1,2,11.93,135.1453,-11.0671,61
47333025,1,2,10.17,135.3086,-10.9166,61
49835817,2,4,16.82,111.7786,-16.7372,61
50283734,2,4,5.86,112.3399,-15.0001,61
50651990,2,4,7.13,112.667,-15.9953,61
50712784,1,2,10.56,126.3378,-11.501,61
50716374,1,1,14.12,126.3844,-7.4729,61
50836040,1,2,8.13,126.8123,-11.4022,61
51002411,1,2,6.28,127.461,-10.4663,61
51254335,1,2,8.04,128.5159,-7.0795,61
51260413,1,2,7.22,128.5388,-9.9527,61
51328129,1,2,11.78,128.8411,-9.4814,61
51366173,1,2,16.95,128.9249,-8.3219,61
51367593,1,2,16.82,129.0069,-10.1035,61
51367927,1,2,11.42,128.9946,-10.4508,61
51435968,1,2,10.46,129.2109,-9.7189,61
51443167,1,2,6.15,129.4576,-6.8066,61
51444663,1,2,6.54,129.4888,-8.8818,61
51510104,1,2,8.0,129.6075,-10.8252,61
51510210,1,2,11.04,129.5021,-10.7033,61
51585034,1,2,16.83,129.9283,-7.8083,61
51620133,1,2,11.44,129.8922,-11.0836,61
51867317,2,3,17.51,133.0625,-19.2473,61
54137341,2,4,4.67,117.9424,-13.9003,61
54277587,2,4,17.16,118.2094,-15.2015,61
54285125,2,4,7.2,118.4263,-12.2658,61
54636377,2,4,13.61,118.7869,-14.7661,61
54698856,2,4,16.28,118.8542,-14.0406,61
54702322,2,4,6.19,118.8983,-15.579,61
54869684,1,2,8.04,130.7141,-9.4273,61
54873068,1,2,11.74,130.8105,-7.6406,61
54926152,1,2,11.85,130.9565,-7.6802,61
54928042,1,2,11.9,131.046,-7.1797,61
54957535,1,2,10.25,130.9852,-11.5576,61
55271890,4,2,11.34,76.5061,-61.5704,61
55295368,4,2,9.87,76.6959,-61.3192,61
55363662,4,3,11.76,77.0069,-65.0827,61
55366779,4,3,8.28,77.2654,-63.9412,61
55369263,4,2,9.33,77.5263,-61.7345,61
55383814,4,3,7.36,77.4057,-63.7768,61
55385205,4,3,10.29,77.5073,-65.4147,61
55401680,4,2,8.0,77.9797,-60.655,61
55402208,4,2,7.99,78.0424,-62.0397,61
55404385,4,3,6.61,78.0134,-65.1753,61
55452212,4,3,16.94,70.5401,-64.1378,61
55478693,4,3,8.01,71.2144,-64.9763,61
55497281,4,3,7.2,71.7184,-60.6027,61
55501140,4,3,11.81,71.8491,-61.9802,61
55501315,4,3,6.9,71.8412,-61.4763,61
55523390,4,3,11.36,72.0792,-61.9824,61
55523561,4,3,8.22,72.0655,-62.4282,61
55525572,4,3,9.85,72.694,-60.9055,61
55556631,4,3,11.42,72.7402,-62.4617,61
55556732,4,3,9.95,72.8923,-62.1804,61
55601337,4,3,11.88,73.3271,-65.9186,61
55604274,4,2,8.04,73.5677,-59.9433,61
55605752,4,3,16.38,73.4897,-63.7047,61
55650407,4,3,15.03,73.8642,-62.9783,61
55650590,4,3,12.43,73.7387,-62.5216,61
55652896,4,3,11.57,73.9799,-63.2604,61
55653157,4,3,11.9,74.1587,-63.7698,61
55660579,4,3,11.3,74.2802,-65.8565,61
55661983,4,3,16.73,74.3856,-64.1677,61
55741018,4,3,7.63,74.59,-63.2137,61
55746724,4,2,16.47,75.0328,-60.1245,61
55758201,4,3,10.29,75.3182,-65.7657,61
55792361,2,2,7.27,126.3237,-34.3672,61
55849142,4,2,8.25,75.8263,-61.4154,61
55850237,4,2,10.45,76.0271,-61.0959,61
56038863,2,4,16.58,113.1317,-17.8424,61
56143189,2,4,8.0,113.1605,-12.8793,61
56383923,2,4,7.42,119.3008,-14.5897,61
59605887,3,3,5.93,109.3729,-46.9755,61
59651924,3,2,8.01,109.6452,-42.4644,61
59729160,3,2,6.67,109.7324,-45.2965,61
59759193,3,3,8.33,110.1192,-47.2806,61
60073830,3,2,8.06,111.0993,-44.4421,61
60377863,3,2,9.4,112.2292,-44.1396,61
60380693,3,2,8.12,112.2284,-46.1664,61
60653058,1,2,11.92,137.9316,-10.4233,61
60655999,1,2,11.5,138.0987,-10.0218,61
60656087,1,2,11.23,138.0544,-9.9291,61
60660027,1,2,11.5,138.253,-6.9582,61
60683473,1,2,8.27,138.1441,-11.4947,61
60726811,1,2,10.73,138.4376,-10.537,61
60729466,1,2,16.41,138.5925,-7.8566,61
60730507,1,2,8.18,138.6615,-6.4149,61
62355113,2,4,6.93,115.5081,-11.8524,61
62402560,1,3,7.17,131.9048,0.0173,61
62456174,1,2,11.62,131.8943,-4.5177,61
62456454,1,2,10.86,131.916,-5.0052,61
62457634,1,2,9.35,131.9952,-4.7519,61
62457702,1,2,11.25,131.9887,-4.6118,61
62457716,1,2,11.75,131.9635,-4.5909,61
62459259,1,3,11.97,132.0147,-1.5677,61
62460029,1,3,10.8,131.966,0.0733,61
62460462,1,3,11.66,132.1088,-0.807,61
62460638,1,3,11.5,132.1488,-1.191,61
62475534,1,2,11.4,132.1831,-5.4754,61
62476652,1,2,11.72,132.2894,-4.3215,61
62478240,1,3,11.66,132.2914,-1.2061,61
62480852,1,2,11.31,132.4241,-3.9611,61
62480855,1,2,10.73,132.3158,-3.9673,61
62530188,1,2,10.77,132.5482,-4.3878,61
62530991,1,2,9.9,132.5416,-2.9798,61
62531527,1,3,16.55,132.4901,-1.938,61
62531732,1,3,11.22,132.4316,-1.5583,61
62532649,1,3,11.92,132.575,-0.2421,61
62535325,1,2,8.48,132.5863,-5.5393,61
62569094,1,2,10.56,133.5396,-5.7806,61
62569281,1,2,5.41,133.5721,-5.4343,61
62569664,1,2,10.49,133.5411,-4.6455,61
62570035,1,2,11.63,133.6206,-3.8436,61
62572303,1,3,10.71,133.7023,-0.785,61
62573404,1,2,11.16,133.7408,-3.1126,61
62573430,1,2,10.52,133.7226,-3.1717,61
62574796,1,2,10.52,133.7308,-5.8005,61
62577567,1,3,11.85,133.8774,-0.5927,61
62577689,1,3,11.91,133.8351,-0.3623,61
62577779,1,3,11.64,133.8214,-0.1539,61
62580306,1,2,17.07,136.4962,-5.5967,61
62628473,1,3,11.61,136.5687,0.0304,61
62628844,1,3,11.51,136.7359,-0.8747,61
62630658,1,2,8.14,136.7563,-5.0833,61
64298181,2,1,8.02,106.5869,-28.3345,61
64540041,2,1,7.57,107.0073,-27.7563,61
65142573,2,1,7.7,107.801,-25.9078,61
65144290,2,1,14.47,107.8092,-25.3029,61
65412605,2,1,9.51,108.1231,-24.9536,61
65652471,2,1,6.59,108.2605,-24.2249,61
65704187,2,1,8.4,108.5202,-29.8705,61
66239853,2,1,8.07,109.0366,-24.5473,61
66306933,1,1,9.47,115.3259,-3.8948,61
66338087,2,1,8.09,109.2343,-27.523,61
68061731,1,1,7.16,116.0821,-5.0537,61
68353976,1,1,11.77,116.7712,-5.8165,61
68359524,1,1,8.24,116.8928,-1.8145,61
68432508,1,1,8.1,116.9683,-5.318,61
68477850,1,1,15.74,117.1746,-3.3931,61
69292084,1,4,8.35,121.006,12.4342,61
69297304,1,4,7.94,121.7433,11.9496,61
71152710,1,3,11.95,133.9116,-0.9201,61
71198454,1,3,11.89,134.2031,-0.5205,61
71198516,1,3,10.9,134.2087,-0.6807,61
71199048,1,3,11.27,134.1723,-1.9523,61
71224793,1,3,11.51,134.3532,-1.5965,61
71228475,1,2,6.29,134.4937,-4.8596,61
71228793,1,2,11.03,134.5439,-4.1542,61
71261661,1,3,10.78,134.5119,-1.5259,61
71262736,1,3,11.76,134.6705,-1.0584,61
72983467,1,1,16.02,120.1225,-1.8442,61
73036915,1,1,8.0,120.2862,-0.2889,61
73238215,1,1,7.63,120.869,-1.164,61
73406984,1,1,17.4,121.4493,-0.8382,61
79698690,3,1,6.93,120.6113,-46.3348,61
79705703,3,1,8.09,120.5638,-43.6681,61
80995687,3,1,7.96,122.7193,-42.8136,61
81291194,3,1,8.08,123.0488,-42.3271,61
81299063,3,1,8.03,123.0034,-44.4621,61
81604794,3,1,8.07,123.2587,-45.5229,61
81711052,3,1,16.98,123.4133,-43.9514,61
81711950,3,1,8.28,123.577,-43.6941,61
81861980,3,1,8.05,123.635,-47.3267,61
82127841,3,1,16.45,124.1292,-46.6857,61
82903968,3,1,8.04,125.1284,-44.957,61
83092282,3,1,8.56,125.305,-46.4843,61
88795426,1,1,8.21,122.4862,-5.6052,61
88863718,1,1,9.42,122.5805,-5.5139,61
89001699,1,1,8.04,123.2132,-1.5418,61
89328464,3,4,8.2,126.5519,-57.9043,61
89712532,3,4,7.52,127.7883,-54.0873,61
90211642,3,4,14.82,127.9666,-53.6765,61
90353273,3,1,8.12,128.1408,-48.3738,61
90452897,3,4,14.38,128.4281,-53.6098,61
92746150,3,4,8.08,129.1728,-53.3188,61
92837305,3,1,8.05,129.1978,-49.743,61
93014929,3,4,7.46,129.3754,-53.5912,61
93205987,3,4,8.13,129.6633,-50.9168,61
94236920,2,4,8.06,115.2916,-17.145,61
94277752,3,1,11.1,130.9151,-47.9213,61
94515514,2,4,8.93,115.6107,-16.2835,61
94774602,2,4,8.02,115.8994,-14.4823,61
94780468,2,4,8.0,115.8526,-12.2721,61
95120262,1,1,8.05,115.6747,-7.8957,61
95672530,1,2,8.17,131.0863,-7.551,61
95728323,1,2,10.56,131.2467,-7.7652,61
95728875,1,2,7.14,131.2197,-8.2575,61
95735913,1,2,10.16,131.3576,-7.7505,61
95752908,1,2,12.35,135.5186,-7.3465,61
95753170,1,2,9.0,135.5098,-6.7644,61
95786389,1,2,11.91,135.8014,-6.5943,61
95786774,1,2,9.63,135.8869,-6.1043,61
95842647,1,2,8.0,135.9956,-8.2103,61
95863312,1,2,11.37,136.0964,-11.0726,61
95867209,1,2,11.97,136.3874,-6.9612,61
95868006,1,2,12.71,136.4322,-8.7007,61
95932514,1,2,11.99,136.6419,-6.7779,61
96246348,3,2,7.68,103.5616,-34.2228,61
96520633,3,2,5.82,104.323,-35.507,61
96739823,3,2,8.22,104.7974,-33.8804,61
96926716,3,2,8.05,105.5021,-35.7765,61
97357164,2,1,8.07,106.5582,-31.0905,61
97656215,3,2,16.94,107.2592,-34.2983,61
97698648,3,2,8.11,107.1778,-33.0021,61
97708390,2,1,15.57,107.353,-32.0821,61
98283107,2,1,8.04,108.4743,-32.9555,61
99935334,2,1,7.81,108.887,-23.7075,61
100940603,2,3,7.91,129.314,-17.4943,61
100944487,2,3,16.49,129.399,-16.3532,61
101011575,1,2,8.59,129.6882,-13.2564,61
106493402,2,1,10.92,109.9146,-26.745,61
106620517,2,1,8.01,110.2084,-29.8632,61
107255233,2,1,14.92,110.834,-27.7895,61
107412270,2,1,8.07,111.1481,-28.1182,61
107782586,2,1,8.43,111.6678,-24.4621,61
107860878,2,1,8.09,111.6689,-26.5124,61
109692639,2,1,16.05,113.409,-28.2724,61
109923064,2,1,7.38,113.6821,-26.04,61
110340485,2,1,8.04,114.0755,-24.6098,61
110473570,2,1,8.02,114.2169,-27.821,61
110481341,2,1,14.89,114.4133,-29.7492,61
110707531,2,1,7.78,114.5716,-27.1445,61
110713000,2,1,7.63,114.5339,-28.7396,61
111238214,2,1,14.63,110.4804,-31.089,61
111632961,2,1,8.01,110.993,-31.278,61
111865318,3,2,8.33,111.2599,-35.4876,61
112115538,2,1,16.65,111.7805,-30.6706,61
112474420,2,1,8.01,112.1328,-33.4781,61
112603237,2,1,10.76,112.2122,-30.2659,61
112603301,2,1,7.84,112.2134,-30.2477,61
113031831,2,1,8.17,112.8147,-30.5181,61
113668546,3,2,8.29,113.5727,-35.5508,61
114018671,2,1,8.24,113.9851,-32.8423,61
114021052,2,1,7.53,113.9473,-32.2034,61
114308371,2,1,10.98,114.2378,-30.4069,61
114797648,1,2,12.0,131.9692,-14.3903,61
114798120,2,3,11.23,131.9927,-14.941,61
114798403,2,3,10.18,132.0744,-15.2709,61
114878380,1,2,11.28,132.4049,-14.3848,61
114879861,1,2,8.12,132.4222,-12.454,61
114882628,2,3,11.66,132.4519,-15.1083,61
114882926,2,3,16.77,132.5277,-15.5021,61
114927690,1,2,11.34,132.6248,-14.3706,61
117885256,2,3,16.56,128.274,-22.8089,61
117948083,2,3,6.56,128.438,-23.3545,61
118021476,2,3,8.0,128.5485,-20.7673,61
118066743,2,3,8.05,128.7811,-22.3764,61
118072308,2,3,11.02,128.7425,-18.087,61
118155110,2,3,8.06,128.868,-18.8753,61
118157220,2,3,10.19,128.9595,-20.5628,61
118157997,2,3,11.92,128.9644,-21.144,61
118166788,3,4,16.76,128.194,-57.6901,61
118207647,2,3,11.42,129.1317,-20.9232,61
118312397,3,4,8.15,128.6035,-54.9341,61
118429656,2,3,15.44,129.7393,-21.7697,61
118486580,2,3,4.97,129.7812,-22.6589,61
118688924,2,3,16.64,134.4572,-21.5412,61
118690168,2,3,15.21,134.3428,-22.7586,61
118817518,2,3,5.76,134.916,-19.2087,61
118913380,2,3,8.01,135.3499,-22.0759,61
119008348,2,3,8.04,135.4852,-20.0425,61
121205945,1,2,8.12,128.2155,-4.3672,61
121206801,1,2,17.2,128.2074,-5.79,61
121336770,1,3,11.18,129.1011,-0.9071,61
121385574,1,2,12.84,129.2312,-2.0557,61
121386861,1,3,11.88,129.4169,-0.2842,61
121417856,1,3,11.9,129.5754,-0.5284,61
121418181,1,3,10.1,129.5548,-1.1555,61
122800309,1,1,8.13,117.7097,-3.5769,61
122862622,1,1,11.37,117.8383,-5.545,61
122864598,1,1,15.7,117.8899,-3.9056,61
122868995,1,1,10.42,117.9795,-0.0083,61
122983034,1,1,5.37,118.1993,-5.4284,61
122996150,3,2,15.27,113.3608,-44.8905,61
123019984,1,1,8.03,118.3796,-0.206,61
123029058,3,2,14.34,113.4081,-42.8949,61
123089572,1,1,6.72,118.6409,-1.4127,61
123193138,1,1,8.01,118.8886,-2.19,61
123257044,3,1,16.64,114.2866,-47.1097,61
123260164,3,1,8.21,114.4062,-46.31,61
123266010,3,2,8.23,114.3119,-42.4144,61
123332514,3,1,8.41,114.6779,-47.554,61
123699670,3,1,4.36,115.7372,-45.1767,61
124001995,3,1,8.02,116.6337,-45.459,61
125174457,2,4,8.07,123.1763,-13.4797,61
125559782,2,1,7.95,114.8969,-26.4742,61
126442325,2,1,8.11,116.0458,-28.8553,61
127262002,2,1,7.79,116.7378,-25.3706,61
127574856,2,1,7.37,117.2242,-24.9749,61
128055680,2,1,8.04,117.7896,-24.0786,61
128132724,2,1,8.02,117.6767,-27.7283,61
128902999,2,1,15.47,118.4838,-25.3991,61
129270733,2,1,10.23,118.7307,-29.3522,61
129440431,2,1,14.6,118.8644,-24.0797,61
129997166,2,1,7.42,119.5208,-25.6282,61
130331485,3,2,8.04,104.138,-43.7628,61
130370378,3,2,8.42,104.4332,-44.2919,61
130415266,3,3,7.31,104.7498,-47.0234,61
130469351,3,3,16.82,105.1397,-47.8347,61
130530816,2,1,16.41,120.1487,-26.9296,61
130618098,3,3,8.05,105.9275,-47.7652,61
130645531,3,2,6.13,105.9946,-43.6089,61
130645536,3,2,4.99,105.9879,-43.6055,61
131338239,3,1,7.8,117.9139,-40.0713,61
131743355,3,1,9.38,118.4763,-39.993,61
131799991,3,1,12.02,118.7279,-38.1581,61
131979339,3,1,8.23,118.9137,-37.8577,61
132086345,3,1,8.0,119.111,-40.5817,61
132453193,3,1,7.97,119.7796,-41.5849,61
132702068,3,1,7.19,119.9949,-41.7045,61
132772760,2,2,8.0,119.987,-36.275,61
133334108,3,1,8.95,120.7874,-38.7422,61
133566240,3,1,8.07,121.016,-38.4133,61
133852634,3,1,8.65,121.5073,-40.4656,61
134113566,2,2,6.81,121.7862,-36.3808,61
134200185,3,3,9.4,106.5595,-47.5881,61
134226668,3,2,8.03,106.917,-43.9783,61
134281152,3,1,7.93,122.0811,-38.8967,61
134396782,3,1,8.12,122.221,-37.1474,61
134497068,3,3,4.18,108.1388,-46.7586,61
134537478,3,2,10.39,108.3014,-42.4098,61
139654644,2,4,10.66,112.0545,-18.7895,61
139785025,2,4,8.0,112.302,-18.5575,61
140018852,2,4,8.27,115.4998,-18.7337,61
140033499,3,4,16.41,126.3852,-51.124,61
140034097,3,4,8.27,126.3653,-50.9168,61
140133844,3,1,8.04,127.4037,-43.3335,61
140156390,3,4,6.06,126.7395,-52.7053,61
140527781,4,3,8.03,66.8969,-71.9959,61
140827588,4,4,7.15,75.4836,-76.6293,61
140830392,4,4,10.33,75.4384,-72.9126,61
140892453,4,4,8.14,76.5012,-72.6702,61
140893722,4,4,11.59,76.8191,-73.2457,61
140894354,4,4,7.71,76.4887,-73.5931,61
140898575,4,4,6.7,76.653,-77.5702,61
140943185,4,4,10.99,77.5598,-72.9165,61
140986020,3,1,7.02,128.9048,-42.5604,61
140997242,4,4,8.2,78.1137,-75.1449,61
141024724,4,4,10.29,79.1464,-72.0518,61
141029712,4,4,11.54,79.294,-77.1011,61
141056084,3,1,15.53,128.8476,-43.9994,61
141127541,4,4,11.29,80.6679,-72.3867,61
141186075,4,4,6.64,81.3266,-75.6944,61
141214102,4,4,11.35,82.177,-71.9918,61
141250938,2,4,8.11,116.9417,-19.9847,61
141268467,4,4,7.71,82.5142,-76.2487,61
141269916,4,4,11.41,82.4761,-73.5696,61
141272004,4,4,11.72,82.9014,-71.9041,61
