TICID,Camera,CCD,Tmag,RA,Dec,sector
2527981,1,4,14.46,289.0979,-29.337,27
2670610,1,4,11.54,289.3771,-29.0495,27
8112435,1,1,8.28,301.2103,-39.5598,27
8194633,1,2,8.02,311.3483,-41.5708,27
24706089,3,4,8.0,25.7738,-69.5726,27
24706112,3,4,16.34,25.6485,-69.6375,27
25078597,4,1,11.75,60.343,-70.8621,27
25132314,4,1,8.03,62.1285,-68.7022,27
25133286,4,1,13.58,62.2984,-71.2948,27
25153759,4,1,17.32,63.0189,-68.1525,27
25155310,4,1,10.61,63.375,-69.2265,27
29781292,4,1,8.94,65.2384,-68.1027,27
29830830,4,1,11.7,66.4721,-66.8995,27
29831118,4,1,8.06,66.4705,-67.5722,27
29986479,4,1,8.01,72.8589,-68.4398,27
30037565,4,1,9.6,73.5421,-70.379,27
30312676,4,1,11.3,74.2868,-66.3903,27
30421442,1,4,8.03,285.7592,-32.7457,27
30631031,4,1,7.28,75.1644,-70.6238,27
30853028,4,1,8.11,75.7767,-66.9099,27
30853470,4,1,11.3,75.9161,-66.6548,27
30900417,1,4,8.05,287.7025,-32.392,27
31189268,4,1,12.84,76.8662,-69.8789,27
31266926,4,2,9.64,88.1559,-71.5155,27
31381302,4,2,12.49,88.3604,-71.5616,27
31553893,1,4,9.38,288.9118,-31.7908,27
31560152,1,4,8.04,288.8551,-35.0588,27
31674330,3,4,11.58,47.6299,-68.6015,27
31705248,4,1,8.08,48.4743,-67.1846,27
31740375,4,1,11.8,48.3177,-66.4075,27
31814318,4,1,8.02,51.2205,-68.3343,27
31858844,1,4,15.71,289.4785,-32.8613,27
31942864,3,4,8.48,54.2052,-71.7222,27
31959467,1,4,13.83,289.7073,-31.078,27
32000460,4,1,8.45,56.1969,-71.7036,27
32036692,4,1,8.16,56.7999,-67.3906,27
32068755,4,1,14.89,57.6572,-69.3492,27
32072326,4,1,8.85,58.1708,-69.4257,27
32090583,4,1,13.33,58.4225,-68.7384,27
33716446,3,4,16.27,60.734,-75.9334,27
33831980,3,4,11.98,63.4158,-76.0981,27
33834484,4,1,14.11,63.8381,-72.8615,27
33836359,4,1,8.08,64.0614,-75.344,27
33864387,4,1,11.4,65.4139,-72.5654,27
33866571,3,4,8.39,65.7919,-76.1855,27
33878688,4,1,11.18,66.2219,-73.3336,27
34520844,1,3,14.61,305.4129,-34.4296,27
34721929,1,3,8.02,306.6094,-33.3062,27
38460940,4,1,13.1,61.1366,-62.9898,27
38461205,4,1,11.8,61.2415,-63.9086,27
38469560,4,1,8.05,61.9716,-64.604,27
38509907,4,1,11.94,62.3798,-62.8504,27
38515329,4,1,8.02,62.7588,-62.4473,27
38571020,4,1,10.18,63.1995,-64.3479,27
38583513,4,1,14.26,63.5292,-65.4135,27
38586438,4,1,11.67,64.0893,-62.0133,27
38632722,4,1,8.19,64.8391,-61.2625,27
38736839,3,1,8.09,6.0309,-70.4439,27
38811498,4,1,8.02,67.3874,-65.3774,27
38827910,4,1,9.75,68.4858,-61.4878,27
38833347,3,1,8.41,7.9064,-67.701,27
38846515,4,1,10.32,68.9599,-64.027,27
38906005,4,1,9.61,69.4424,-60.5234,27
39015747,3,1,8.03,11.5962,-71.7824,27
39070579,3,1,8.08,13.0869,-68.1673,27
39080180,3,1,8.28,13.5449,-70.1174,27
40898510,4,1,13.01,78.7285,-69.5618,27
41035485,4,2,8.41,90.4306,-67.8638,27
41227743,4,2,10.71,91.5198,-69.4202,27
41259805,4,2,8.84,92.1221,-71.1199,27
41464373,4,2,8.07,93.1624,-69.24,27
41488282,4,3,8.02,93.284,-66.0456,27
48838982,1,3,8.01,302.1462,-33.6043,27
48938394,1,3,12.42,302.7346,-30.2199,27
48939546,1,3,16.09,302.8281,-31.9351,27
50312495,3,4,9.81,31.1793,-73.1266,27
50379749,3,4,8.13,32.9705,-74.0874,27
50385872,3,4,15.01,34.1059,-76.7309,27
50386332,3,4,8.54,35.3577,-77.6451,27
52075621,3,4,8.99,16.6572,-71.3043,27
52120817,3,4,8.22,17.5568,-69.659,27
52122434,3,4,8.16,17.8206,-68.0485,27
52315037,3,4,15.13,22.9932,-68.5208,27
55269690,4,1,11.11,76.2403,-63.818,27
55366779,4,1,8.28,77.2654,-63.9412,27
55383975,4,1,11.26,77.3836,-64.026,27
55401680,4,4,8.0,77.9797,-60.655,27
55452078,4,1,10.34,70.6846,-63.7046,27
55478693,4,1,8.01,71.2144,-64.9763,27
55523561,4,1,8.22,72.0654,-62.4282,27
55525572,4,4,9.85,72.694,-60.9055,27
55557707,4,4,10.77,73.0714,-60.394,27
55604274,4,4,8.04,73.5677,-59.9433,27
55604374,4,4,11.83,73.6575,-60.2346,27
55650407,4,1,15.03,73.8641,-62.9784,27
55650590,4,1,12.43,73.7385,-62.5217,27
55652896,4,1,11.57,73.9799,-63.2604,27
61029108,1,1,13.87,286.4812,-44.6445,27
61136774,1,1,8.07,286.9621,-45.3301,27
61213676,1,1,9.49,287.0537,-46.3502,27
61327770,1,1,9.46,287.3852,-46.769,27
61379646,1,1,13.07,287.7063,-44.2871,27
61621625,1,1,14.24,288.767,-42.5846,27
61728030,1,1,14.6,289.0662,-42.1051,27
61857507,1,1,8.08,289.4767,-44.6104,27
61896955,1,1,8.07,289.9325,-46.3766,27
62020444,1,1,9.39,290.2053,-45.5748,27
62184518,1,1,9.38,290.8481,-45.0329,27
79023394,2,3,8.03,315.4306,-49.6073,27
79056222,2,3,14.88,315.5934,-48.4634,27
79154958,2,3,10.26,316.6085,-51.7115,27
79180181,2,3,8.23,317.3666,-48.4416,27
79246796,2,3,15.56,317.7977,-48.0491,27
79301758,2,3,8.0,318.8883,-51.0127,27
79394364,2,3,8.03,319.8886,-53.612,27
79449320,2,3,8.27,321.5183,-51.814,27
79659787,1,1,8.03,295.6728,-46.0474,27
79748331,1,1,10.01,296.0039,-47.5622,27
79753826,1,1,8.23,296.2694,-42.9164,27
79755479,1,1,14.55,296.297,-44.9985,27
79880315,1,1,10.21,296.9191,-42.0076,27
79921794,1,1,15.4,297.1389,-42.4296,27
80166433,1,1,8.05,298.2877,-46.37,27
80170223,1,1,14.05,298.5622,-42.1181,27
89257479,1,3,10.65,312.5697,-34.4135,27
90849283,1,2,10.08,307.7371,-42.2107,27
91034347,1,2,8.28,308.9019,-44.0217,27
91397147,1,2,8.14,313.2878,-47.7766,27
92257800,1,3,8.47,313.1522,-35.4236,27
92313821,1,3,8.14,313.3189,-30.164,27
92324595,1,3,8.2,313.5493,-32.8509,27
92350273,1,3,9.6,313.7269,-32.8278,27
92352620,1,3,9.64,313.7833,-34.1358,27
92498515,1,3,8.02,314.8925,-34.4268,27
96855460,1,4,9.55,294.835,-29.743,27
97390728,1,4,8.13,296.3649,-27.7129,27
97458350,1,4,10.18,296.6493,-28.516,27
98116868,1,4,8.05,290.1439,-37.3965,27
98120806,1,4,13.84,290.0125,-36.1848,27
98282377,1,1,8.03,290.7059,-41.5952,27
100227109,1,2,8.13,306.2134,-50.147,27
100327437,2,3,8.48,307.2987,-50.6169,27
100382531,1,2,8.06,307.8869,-48.0085,27
100475285,2,3,14.49,308.5878,-51.2878,27
100566492,1,2,11.12,309.5112,-48.4621,27
100603346,2,3,14.53,309.571,-53.0747,27
100668092,1,2,8.06,310.6517,-48.4151,27
100828499,2,3,8.03,312.164,-50.5093,27
101230735,1,1,9.66,299.291,-48.9345,27
101400947,2,4,8.21,300.5995,-51.4457,27
101453390,1,1,8.21,301.1987,-49.7551,27
101512805,1,1,13.66,301.4825,-48.2696,27
101777834,1,1,8.13,303.5231,-48.8118,27
101817287,2,4,12.71,303.6082,-52.6568,27
101883318,2,4,9.04,304.4837,-50.7956,27
112239407,1,4,14.77,290.7045,-34.9584,27
112395568,1,4,8.88,290.9771,-33.3514,27
112553108,1,4,8.31,291.4541,-34.406,27
112613272,1,4,8.29,291.5153,-32.0784,27
113118441,1,4,14.59,292.6922,-30.8332,27
113424207,1,4,14.54,293.3605,-33.6624,27
113643828,1,4,8.03,293.687,-37.3233,27
113682179,1,4,8.13,294.1614,-31.6112,27
114048530,1,4,8.07,294.9788,-29.9207,27
114141877,1,4,9.81,295.2265,-33.261,27
114279396,1,4,8.12,295.6559,-34.9009,27
115105263,1,2,8.0,316.3971,-36.4656,27
115148200,1,2,13.27,316.8821,-40.0966,27
115148535,1,2,8.05,316.8357,-39.2616,27
115176307,1,2,16.34,317.1386,-39.9677,27
126639048,1,2,8.35,314.8757,-43.9529,27
126659216,1,2,14.57,315.0967,-42.952,27
126745610,1,2,8.26,315.7836,-45.7528,27
126804554,1,2,8.09,316.9449,-42.2454,27
128790976,1,1,7.22,300.213,-43.9827,27
128797775,1,1,8.17,300.3776,-42.4846,27
129041173,1,1,8.05,302.0055,-44.193,27
129211570,1,1,8.91,303.0932,-46.1667,27
129226321,1,2,8.6,303.3041,-42.1889,27
129277739,1,1,9.37,303.4771,-46.5565,27
129277761,1,1,8.0,303.4129,-46.5878,27
129570681,1,2,9.85,305.4865,-47.7236,27
129580709,1,2,13.86,305.7044,-43.5033,27
129580852,1,2,8.19,305.7591,-43.6706,27
139113397,1,2,8.18,319.7624,-44.2803,27
139723188,2,3,15.45,322.8862,-49.9525,27
139731252,2,3,8.04,323.348,-49.4272,27
139763242,2,3,8.07,323.7742,-52.5899,27
139898595,2,3,8.04,326.9087,-52.303,27
140527781,4,1,8.03,66.8969,-71.9959,27
140579075,3,3,15.03,68.221,-77.6084,27
140691463,4,2,12.02,73.7015,-76.6806,27
140755216,4,1,8.17,73.8534,-73.7617,27
140800765,4,1,8.02,74.7115,-72.1251,27
140802488,4,1,8.49,74.8902,-73.0826,27
140830390,4,1,11.71,75.6273,-72.914,27
140943025,4,1,17.63,77.3084,-72.7787,27
140997242,4,2,8.2,78.1137,-75.1449,27
141269997,4,2,8.59,82.4732,-73.4704,27
141479174,4,2,11.61,86.9851,-76.4877,27
141482386,4,2,10.08,86.8207,-72.4226,27
141527579,4,2,12.13,87.7401,-76.6194,27
141527965,4,2,11.55,87.7151,-75.6885,27
141606660,4,2,8.04,88.9284,-72.4065,27
141608198,4,2,12.54,88.9623,-73.9855,27
141610486,4,2,8.56,88.8625,-77.8896,27
141610893,4,2,16.04,89.1492,-76.9469,27
141627237,4,2,9.06,89.5477,-76.2367,27
141628215,4,2,8.06,89.8005,-77.2712,27
141768070,4,2,12.63,91.9376,-73.3919,27
141807629,4,2,10.1,92.5685,-72.0085,27
141807839,4,2,11.21,92.8753,-72.2271,27
141945095,4,2,8.03,95.6582,-73.3449,27
142052876,4,2,10.89,97.6941,-76.7172,27
142086812,4,2,8.2,98.4235,-75.6284,27
142086813,4,2,8.97,98.4373,-75.6235,27
142109251,4,2,8.04,99.1913,-76.8026,27
142110261,4,2,8.02,99.272,-74.796,27
142146238,4,2,17.39,99.9392,-76.8756,27
143257766,1,1,10.41,293.3893,-45.8927,27
143396585,1,1,8.14,294.2075,-44.5998,27
147147526,2,3,8.21,322.291,-46.3637,27
147148195,2,3,8.13,322.5376,-47.7592,27
149121385,4,4,8.13,80.9201,-63.615,27
149218683,4,4,15.22,82.2036,-60.5051,27
149301575,4,4,10.3,82.9795,-60.4766,27
149302744,4,4,9.81,83.3822,-62.109,27
149422364,4,4,10.07,84.5488,-63.1041,27
149497700,4,4,13.51,85.3515,-60.3516,27
149503727,4,4,10.32,85.8485,-63.7676,27
149539114,4,4,10.61,85.9571,-60.0983,27
149575726,4,4,8.26,86.769,-64.7627,27
149601557,4,4,10.02,87.2826,-60.4984,27
149603524,4,4,9.71,87.1398,-63.9883,27
149930673,4,4,8.08,89.5606,-62.755,27
149990841,4,4,11.57,90.6625,-64.8194,27
150030205,4,4,9.11,90.9845,-60.6663,27
150063627,4,4,8.0,91.4257,-60.1056,27
150098860,4,4,9.69,91.7996,-61.9973,27
150139182,4,3,9.51,92.7519,-65.2101,27
150151262,4,3,9.91,92.9361,-65.8258,27
150164875,4,4,8.39,93.2441,-62.0716,27
150185574,4,3,11.13,93.4683,-65.5141,27
150188736,4,4,10.49,93.7288,-60.6552,27
150357935,4,3,8.0,96.1953,-62.8364,27
150390490,4,3,8.28,96.5365,-64.5532,27
150428135,4,3,10.91,97.0954,-65.5784,27
150428703,4,3,11.76,97.1662,-64.5964,27
150430484,4,3,11.96,97.1443,-61.1503,27
152167411,1,3,8.31,307.5722,-35.355,27
158233581,1,1,8.28,287.3024,-51.6202,27
158235404,2,4,11.29,287.4265,-53.7373,27
158343153,1,1,8.26,288.7583,-49.9899,27
159695626,1,2,8.13,318.4682,-40.7078,27
164285047,1,3,8.06,304.5878,-28.5372,27
164328483,1,3,7.7,304.8482,-29.6239,27
166224562,2,4,15.64,295.2684,-52.7826,27
166225976,2,4,15.0,295.6221,-52.8812,27
166551954,2,4,8.02,305.2892,-52.5905,27
166629107,2,3,8.05,313.6421,-52.5239,27
166657780,2,3,16.17,314.289,-52.6652,27
167004255,4,2,9.94,94.7631,-71.0546,27
167163906,4,2,11.04,96.323,-71.3622,27
167203674,4,2,8.83,97.0789,-70.2585,27
167205241,4,2,8.03,97.3487,-71.5065,27
167303382,4,2,7.52,97.9855,-68.7124,27
167339584,4,2,8.44,98.5407,-68.477,27
167415965,4,2,8.01,99.4581,-70.9309,27
167551757,4,3,11.03,100.9389,-64.4107,27
167554511,4,3,14.67,101.204,-60.4104,27
167574282,4,3,10.9,101.3955,-61.3204,27
167600516,4,3,10.69,102.0213,-65.6244,27
167695608,4,3,11.69,102.9257,-63.4304,27
167720983,4,3,8.03,103.3031,-64.0493,27
167751145,4,3,9.74,103.9712,-64.9971,27
167794129,4,3,8.84,104.4597,-64.8536,27
167888736,4,3,11.64,105.1675,-64.6827,27
168148778,1,4,13.42,289.8767,-28.5356,27
168299520,1,4,12.84,290.0889,-28.4767,27
168304840,1,4,13.35,290.1717,-28.4946,27
168442423,1,4,8.05,290.5088,-29.6331,27
169148174,1,4,11.5,291.9706,-28.1905,27
169444782,1,4,8.04,292.7119,-29.3847,27
169579145,1,4,8.68,293.0786,-27.8844,27
176872276,4,2,11.56,100.5172,-73.2535,27
176935123,4,3,12.47,100.6234,-67.1245,27
177077336,4,2,10.07,103.2431,-70.6415,27
177079697,4,3,14.81,103.3046,-66.9974,27
177115354,4,2,11.55,103.7548,-69.8671,27
177118939,4,3,17.48,104.1639,-67.0379,27
177119085,4,3,8.06,104.2108,-67.2271,27
177162886,4,2,11.59,104.4924,-71.5231,27
177238322,4,2,10.37,105.3524,-69.1019,27
177258735,4,2,7.54,102.221,-73.2992,27
177282821,4,2,12.78,102.5058,-72.3769,27
177306969,4,2,12.2,103.1051,-73.0002,27
177310181,4,2,11.42,103.2385,-76.148,27
177387396,4,2,16.17,104.9821,-73.3942,27
179201407,4,1,8.27,79.3173,-70.2596,27
179308757,4,1,12.33,79.7659,-69.6379,27
179317684,4,1,10.87,79.7683,-71.8955,27
180412699,3,1,8.96,11.3853,-75.9185,27
183120439,3,4,11.79,16.7788,-75.199,27
183979379,3,4,8.01,21.2915,-72.0535,27
197979354,2,3,14.51,325.7194,-55.8881,27
200228531,2,4,8.62,288.055,-52.2426,27
200248099,1,1,8.04,294.4967,-50.6805,27
200643254,1,2,8.11,320.4154,-46.1222,27
201642601,2,4,13.17,288.672,-59.5793,27
201687177,2,4,8.0,300.6907,-56.41,27
201690280,2,4,15.53,300.7677,-56.248,27
201730948,2,4,15.17,303.1364,-59.9556,27
201749918,2,4,8.15,303.6869,-57.6476,27
209035793,1,4,7.34,297.7928,-27.472,27
212253103,1,3,8.22,308.5328,-29.1156,27
212259262,1,3,8.32,308.8678,-27.3525,27
212320065,1,3,11.02,309.7104,-26.9651,27
212347401,1,3,8.03,310.2545,-29.459,27
212352349,1,3,15.65,310.3565,-28.1041,27
218878156,1,4,8.17,297.5146,-30.3729,27
218902449,1,4,8.03,297.689,-32.6108,27
218910850,1,4,8.12,297.8105,-34.2722,27
218911792,1,4,10.09,297.9019,-35.1765,27
219260541,2,4,8.05,309.0534,-58.3175,27
219303172,2,3,8.01,315.1352,-54.92,27
219304041,2,3,16.19,315.3686,-54.8866,27
219304704,2,3,16.18,315.3767,-56.4953,27
219315573,2,3,11.56,320.3081,-59.4631,27
219318797,2,3,16.45,322.047,-57.3201,27
219321172,2,3,8.39,326.3773,-55.2806,27
219325050,2,3,8.19,331.4015,-54.9537,27
219327284,2,2,8.01,333.5201,-59.4947,27
219401954,4,4,9.65,78.1652,-53.7434,27
219925222,2,4,8.13,298.4645,-52.6572,27
219927265,1,1,8.03,298.3686,-49.4762,27
219974863,2,4,12.4,306.424,-56.914,27
220372452,2,4,14.12,308.5028,-57.394,27
220373696,2,3,8.05,308.9687,-54.1538,27
220411786,4,4,8.06,70.8635,-58.7895,27
220414682,4,4,8.71,71.1125,-59.3213,27
220424363,4,4,8.9,72.3086,-57.264,27
220432563,4,4,11.3,73.4336,-58.6065,27
220459826,4,4,11.84,74.8682,-55.929,27
220459976,4,4,12.17,74.6972,-56.3937,27
220473309,4,4,8.46,75.1967,-57.2566,27
220473692,4,4,12.39,75.1042,-58.5022,27
220475245,4,4,12.71,75.3507,-56.1414,27
220476769,4,4,15.57,75.5506,-56.6186,27
220477045,4,4,8.01,75.5281,-57.4834,27
229807000,3,1,10.8,352.2413,-68.0432,27
229807051,3,1,12.5,352.3241,-67.8337,27
230954760,2,4,8.22,287.213,-54.0386,27
230956346,2,4,8.21,287.3831,-55.5267,27
230962153,2,4,8.02,287.6657,-58.0889,27
231091547,4,1,9.02,68.8387,-68.2292,27
231097055,4,1,10.57,69.3867,-69.1873,27
231629787,2,3,14.0,317.1794,-56.6183,27
231630645,2,3,9.88,317.1125,-54.2696,27
231641537,2,3,8.12,318.3724,-59.0977,27
231663901,2,3,12.41,318.737,-55.8719,27
231670397,2,3,9.86,319.9497,-58.1489,27
231694736,2,3,8.21,323.3715,-58.2054,27
231702397,2,2,13.08,332.9486,-58.9464,27
231721925,4,4,8.08,80.8392,-51.2349,27
231728511,4,4,11.5,81.4431,-51.357,27
231729342,4,4,8.01,81.4601,-53.5824,27
231733039,4,4,12.24,81.8771,-51.4859,27
231738304,4,1,17.16,67.0766,-72.5386,27
231739754,4,1,16.93,67.2015,-75.6542,27
231799463,4,1,18.43,78.2555,-70.4616,27
231815113,4,4,12.96,85.7284,-53.249,27
231815570,4,4,8.09,86.0019,-53.3779,27
231819604,4,4,16.14,86.2054,-52.3314,27
232064019,2,2,9.03,340.404,-60.7163,27
232070689,3,4,8.79,27.9301,-68.1269,27
232073219,3,4,11.95,28.5074,-69.7097,27
232084518,3,4,15.92,30.5962,-71.6774,27
234287962,2,2,15.54,336.1092,-63.4869,27
234288007,2,2,9.27,336.1322,-63.6682,27
234306874,3,4,8.0,35.0142,-69.4313,27
234307350,3,4,15.89,34.8536,-71.6217,27
234345288,3,4,9.78,38.8875,-71.6243,27
234989679,3,1,8.2,349.516,-65.057,27
237311444,2,2,8.55,343.5389,-61.8652,27
237312965,2,2,8.24,343.9162,-64.3773,27
237313246,2,2,14.37,343.7953,-63.1758,27
237336864,2,2,9.24,347.3663,-63.6536,27
237337945,2,2,9.93,347.6165,-63.6869,27
237914496,4,1,11.84,56.1749,-65.1981,27
237933451,4,1,8.0,58.8262,-65.2843,27
238167433,3,1,8.27,356.617,-71.0745,27
238169256,3,1,8.08,356.872,-67.72,27
238176110,3,1,11.04,357.8468,-70.1529,27
238176832,3,1,10.32,358.3606,-70.9446,27
238188583,3,4,8.1,55.296,-73.9292,27
238194430,3,4,12.54,56.4206,-75.1533,27
238195769,3,4,8.06,56.8381,-76.4212,27
238197638,4,1,11.79,57.489,-72.7937,27
238226712,4,1,15.6,58.8241,-72.0646,27
238227273,4,1,8.6,58.9977,-73.5553,27
238813286,2,2,12.04,327.3033,-63.9032,27
238814023,2,2,8.14,327.3882,-61.4635,27
238814402,2,2,9.0,327.3343,-60.3322,27
238815671,2,2,16.15,328.0501,-63.5447,27
238870892,3,4,8.16,38.0741,-72.1808,27
238891740,3,4,8.11,40.4747,-75.2381,27
254113311,1,1,10.14,286.376,-41.4377,27
254131256,1,4,8.0,286.4865,-36.1964,27
254142418,1,4,8.0,286.6031,-39.1774,27
254158612,1,1,8.21,286.8389,-41.0574,27
254231212,1,4,11.16,288.169,-36.2602,27
254241386,1,1,8.99,288.269,-40.7842,27
254282795,1,4,8.1,289.0235,-38.8028,27
257462965,2,1,8.0,287.759,-70.0818,27
257573215,3,2,8.07,291.8964,-78.221,27
259719482,2,2,8.05,322.7114,-62.2392,27
259845346,2,2,11.21,324.2873,-60.6021,27
259863352,3,4,7.13,40.3667,-71.4628,27
259864042,3,4,14.76,40.3256,-68.9237,27
259886373,3,4,8.02,41.0168,-68.1488,27
259901346,3,4,11.69,41.5131,-70.4022,27
259962054,3,4,12.24,43.0179,-67.6868,27
259963278,3,4,10.31,43.3782,-71.3756,27
259963735,3,4,16.1,43.2146,-69.376,27
259974768,3,4,16.99,43.2775,-67.4306,27
260002014,3,4,14.06,44.0829,-70.3703,27
260004324,4,4,10.14,91.0917,-55.3111,27
260079513,4,4,8.05,92.0713,-55.2384,27
260127606,4,4,8.04,92.067,-57.9322,27
260128333,4,4,11.49,92.1331,-59.5409,27
260130483,4,4,10.64,92.3054,-55.4038,27
260162387,4,4,10.39,92.8249,-55.5512,27
260268898,4,4,11.06,93.9849,-54.3055,27
260304800,4,4,12.75,94.5355,-57.5587,27
260351540,4,4,8.28,94.804,-58.0541,27
260368525,4,4,8.14,95.2412,-58.352,27
260369118,4,4,14.87,95.1606,-57.0939,27
260606533,4,4,8.07,97.3503,-55.5113,27
260708537,4,3,9.37,98.4538,-58.5239,27
260711231,3,1,13.78,345.6521,-71.2169,27
260753626,3,1,8.01,346.5493,-70.4882,27
260795163,3,1,12.76,347.6483,-68.8252,27
260889990,3,1,11.38,350.1971,-67.3899,27
260892806,3,3,16.77,72.4679,-81.8664,27
260949692,3,3,8.04,73.3152,-78.1457,27
260981689,3,3,8.35,75.2269,-81.3789,27
260985861,3,3,10.14,76.6357,-80.7681,27
261089844,3,3,10.39,81.5745,-83.6048,27
261107827,3,3,8.07,83.5471,-79.8289,27
261108236,3,3,11.88,83.2757,-80.8154,27
261136679,3,3,5.11,84.3019,-80.4631,27
261138245,4,2,8.09,84.6684,-78.6479,27
261241692,2,4,14.88,292.8591,-62.4215,27
261257684,3,3,10.85,89.3709,-83.1296,27
261258146,4,2,9.11,89.7445,-78.2822,27
261259521,3,3,8.22,90.1421,-81.121,27
261262954,3,3,15.02,90.6435,-83.4503,27
261331895,3,3,8.01,91.5914,-83.2572,27
261369656,1,1,10.5,292.6049,-46.2781,27
261397368,4,2,8.1,94.1328,-79.4443,27
261400271,3,3,14.98,94.5534,-80.1968,27
261459125,3,2,8.81,304.8296,-76.1267,27
261726676,3,4,8.12,23.7473,-78.5906,27
261749149,3,3,8.04,26.7074,-82.673,27
262575578,4,3,11.43,114.5394,-58.593,27
262614905,4,3,11.16,116.693,-62.8054,27
263001691,3,4,9.5,12.5081,-79.2154,27
263003176,3,3,7.44,12.5486,-83.7437,27
263013845,3,3,8.42,13.5349,-80.6659,27
263050762,3,4,15.12,14.6309,-78.2945,27
264871967,4,3,8.02,117.7464,-59.1806,27
265124418,3,2,15.36,293.9047,-76.804,27
265214627,2,1,8.01,302.5586,-67.4801,27
265438551,2,2,8.17,321.1115,-60.6756,27
265488188,2,2,3.72,321.612,-65.3616,27
265530194,2,2,15.59,330.1868,-57.1901,27
266904464,3,1,8.05,1.1399,-76.3464,27
266905315,3,1,8.72,1.1427,-73.8529,27
266997586,3,1,8.13,3.4727,-74.6886,27
266998480,3,1,9.91,3.7578,-72.8432,27
267091453,3,1,8.01,5.9824,-77.6451,27
267166358,3,3,14.26,49.3252,-85.5422,27
267263253,3,1,9.22,7.3289,-76.304,27
267548593,3,1,8.09,10.3993,-74.1771,27
269633656,1,3,8.92,302.0955,-37.9254,27
269855226,3,3,16.24,70.0372,-83.3824,27
269940893,1,3,8.08,310.8925,-24.6918,27
270034740,1,3,8.02,311.5843,-26.1763,27
270038761,1,3,11.42,311.7142,-28.4873,27
270201185,3,2,8.36,331.8458,-74.9985,27
270245472,3,2,8.16,332.9843,-77.1452,27
270341214,3,3,8.88,33.459,-80.5827,27
270507305,4,2,11.57,98.8932,-79.7157,27
270627532,4,4,11.12,87.3206,-53.3014,27
271581073,3,2,10.59,319.5516,-77.5291,27
271595936,4,2,8.07,108.3439,-74.0541,27
271596225,4,2,11.71,108.5635,-74.6033,27
271596418,4,2,10.71,108.568,-74.9704,27
271698614,4,2,8.09,109.9832,-76.6921,27
271722899,4,2,11.19,110.3125,-73.4532,27
271723402,4,2,8.68,110.381,-72.724,27
271893367,4,2,10.9,112.9653,-73.606,27
271971130,4,2,13.53,113.8527,-73.5774,27
271972426,4,2,12.22,114.0132,-75.4697,27
272086159,4,2,13.4,115.0035,-72.205,27
272088627,4,2,8.01,115.5212,-74.9482,27
272128326,4,2,8.73,116.4173,-72.3239,27
272232401,4,2,8.95,117.3003,-76.703,27
272357134,4,2,8.54,119.4796,-73.4731,27
273307549,3,2,8.01,321.9426,-81.9656,27
273365294,3,1,8.15,338.3934,-74.6653,27
273369281,3,1,12.41,340.4957,-75.0079,27
273416539,3,1,11.17,341.6458,-73.8977,27
273420262,3,1,8.0,343.9962,-71.9677,27
273472870,3,1,8.1,344.2089,-73.9605,27
273512747,3,1,10.98,347.458,-74.1315,27
273604791,3,1,8.1,357.8064,-73.7031,27
273733875,3,2,8.24,341.0456,-78.0192,27
273985865,3,3,10.59,30.5089,-83.2279,27
273986610,3,2,8.25,351.5777,-78.9917,27
274017928,3,3,11.71,42.284,-84.3512,27
274151135,3,3,10.28,146.0512,-89.4715,27
274213609,3,3,16.25,29.9016,-84.4069,27
277072842,3,2,9.19,280.2082,-80.7566,27
277099925,4,1,10.72,83.9866,-67.4596,27
277108325,4,1,12.08,84.2319,-68.8906,27
277301936,4,1,9.45,84.5316,-68.4439,27
277688819,2,2,7.06,329.2365,-61.8464,27
277834603,3,1,8.14,344.7173,-67.3995,27
277835735,3,1,9.53,344.7578,-68.0517,27
278023852,4,2,8.07,105.0134,-79.3368,27
278024057,4,2,9.17,105.1271,-79.6958,27
278181880,3,3,16.39,108.9816,-80.7359,27
278198753,4,2,12.46,111.0361,-78.4426,27
278199349,4,2,11.5,110.8904,-79.5042,27
278270821,3,3,8.03,111.9821,-81.4155,27
278415582,4,2,8.09,117.5689,-80.1693,27
278594030,3,3,8.07,123.056,-82.9549,27
278659026,2,2,11.75,328.422,-70.0757,27
278661555,2,2,8.19,328.9386,-66.1566,27
278683844,4,3,9.28,99.2386,-58.0164,27
278684745,4,3,9.1,99.2466,-56.258,27
278775625,4,3,11.26,99.6742,-56.2205,27
278777070,4,3,8.01,99.744,-58.836,27
278779899,4,3,8.09,99.9029,-55.6096,27
279324004,4,3,8.01,104.2197,-59.3788,27
279425357,4,3,11.61,104.991,-57.6187,27
279510595,4,3,14.69,105.5816,-58.8347,27
279572957,4,3,10.66,106.0891,-57.1103,27
280051011,3,4,8.01,43.5749,-73.4528,27
280052879,3,4,8.11,45.6084,-76.868,27
280095254,3,4,9.47,46.1985,-73.3963,27
280097543,3,4,10.45,47.1499,-77.3833,27
280098635,3,4,15.97,47.1435,-73.4548,27
280804030,3,4,8.05,44.5424,-67.3761,27
280909705,3,3,8.09,101.6242,-82.1857,27
281582156,4,3,10.01,115.9286,-61.1213,27
281631335,4,3,8.06,115.9742,-64.6232,27
281634912,4,3,8.07,117.0799,-62.6768,27
284195833,4,2,8.17,105.581,-69.3525,27
287156968,3,3,9.62,118.1299,-83.8252,27
287298253,4,1,16.76,82.281,-66.0065,27
287298669,4,1,17.57,82.29,-66.2576,27
